DBN,School,Grade,Year,Category,Number,avg_score
25Q214,P.S. 214 Cadwallader Colden,All Grades,2013,All Students,214,307
25Q214,P.S. 214 Cadwallader Colden,All Grades,2014,All Students,195,309
25Q214,P.S. 214 Cadwallader Colden,All Grades,2015,All Students,221,311
25Q214,P.S. 214 Cadwallader Colden,All Grades,2016,All Students,297,315
25Q214,P.S. 214 Cadwallader Colden,All Grades,2017,All Students,320,322
25Q214,P.S. 214 Cadwallader Colden,All Grades,2018,All Students,326,609
25Q219,P.S. 219 Paul Klapper,All Grades,2013,All Students,349,301
25Q219,P.S. 219 Paul Klapper,All Grades,2014,All Students,345,304
25Q219,P.S. 219 Paul Klapper,All Grades,2015,All Students,376,306
25Q219,P.S. 219 Paul Klapper,All Grades,2016,All Students,387,314
25Q219,P.S. 219 Paul Klapper,All Grades,2017,All Students,377,312
25Q219,P.S. 219 Paul Klapper,All Grades,2018,All Students,371,604
25Q237,I.S. 237,All Grades,2013,All Students,1040,300
25Q237,I.S. 237,All Grades,2014,All Students,1128,299
25Q237,I.S. 237,All Grades,2015,All Students,1126,302
25Q237,I.S. 237,All Grades,2016,All Students,1133,311
25Q237,I.S. 237,All Grades,2017,All Students,1221,312
25Q237,I.S. 237,All Grades,2018,All Students,1250,603
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2013,All Students,77,312
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2014,All Students,68,315
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2015,All Students,76,322
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2016,All Students,68,332
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2017,All Students,69,329
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,All Grades,2018,All Students,60,611
25Q244,The Active Learning Elementary School,All Grades,2013,All Students,49,340
25Q244,The Active Learning Elementary School,All Grades,2014,All Students,68,330
25Q244,The Active Learning Elementary School,All Grades,2015,All Students,68,322
25Q244,The Active Learning Elementary School,All Grades,2016,All Students,66,339
25Q244,The Active Learning Elementary School,All Grades,2017,All Students,83,334
25Q244,The Active Learning Elementary School,All Grades,2018,All Students,84,617
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2013,All Students,314,293
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2014,All Students,299,292
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2015,All Students,327,293
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2016,All Students,339,298
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2017,All Students,363,299
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,All Grades,2018,All Students,371,599
25Q252,"Queens School of Inquiry, The",All Grades,2013,All Students,263,310
25Q252,"Queens School of Inquiry, The",All Grades,2014,All Students,260,309
25Q252,"Queens School of Inquiry, The",All Grades,2015,All Students,233,308
25Q252,"Queens School of Inquiry, The",All Grades,2016,All Students,217,307
25Q252,"Queens School of Inquiry, The",All Grades,2017,All Students,236,306
25Q252,"Queens School of Inquiry, The",All Grades,2018,All Students,227,605
25Q281,East-West School of International Studies,All Grades,2013,All Students,251,312
25Q281,East-West School of International Studies,All Grades,2014,All Students,264,310
25Q281,East-West School of International Studies,All Grades,2015,All Students,276,314
25Q281,East-West School of International Studies,All Grades,2016,All Students,307,320
25Q281,East-West School of International Studies,All Grades,2017,All Students,311,327
25Q281,East-West School of International Studies,All Grades,2018,All Students,284,613
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2013,All Students,236,314
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2014,All Students,225,315
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2015,All Students,219,311
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2016,All Students,210,315
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2017,All Students,217,320
25Q285,World Journalism Preparatory: A College Board Scho,All Grades,2018,All Students,229,611
25Q294,BELL Academy,All Grades,2013,All Students,359,314
25Q294,BELL Academy,All Grades,2014,All Students,356,313
25Q294,BELL Academy,All Grades,2015,All Students,359,318
25Q294,BELL Academy,All Grades,2016,All Students,339,326
25Q294,BELL Academy,All Grades,2017,All Students,338,331
25Q294,BELL Academy,All Grades,2018,All Students,327,613
25Q499,"The Queens College School for Math, Science and Te",All Grades,2013,All Students,313,321
25Q499,"The Queens College School for Math, Science and Te",All Grades,2014,All Students,321,324
25Q499,"The Queens College School for Math, Science and Te",All Grades,2015,All Students,309,325
25Q499,"The Queens College School for Math, Science and Te",All Grades,2016,All Students,302,333
25Q499,"The Queens College School for Math, Science and Te",All Grades,2017,All Students,298,332
25Q499,"The Queens College School for Math, Science and Te",All Grades,2018,All Students,313,617
26Q018,P.S. 018 Winchester,All Grades,2013,All Students,215,316
26Q018,P.S. 018 Winchester,All Grades,2014,All Students,234,313
26Q018,P.S. 018 Winchester,All Grades,2015,All Students,266,314
26Q018,P.S. 018 Winchester,All Grades,2016,All Students,307,328
26Q018,P.S. 018 Winchester,All Grades,2017,All Students,343,330
26Q018,P.S. 018 Winchester,All Grades,2018,All Students,340,613
26Q026,P.S. 026 Rufus King,All Grades,2013,All Students,284,319
26Q026,P.S. 026 Rufus King,All Grades,2014,All Students,270,313
26Q026,P.S. 026 Rufus King,All Grades,2015,All Students,289,321
26Q026,P.S. 026 Rufus King,All Grades,2016,All Students,296,327
26Q026,P.S. 026 Rufus King,All Grades,2017,All Students,326,326
26Q026,P.S. 026 Rufus King,All Grades,2018,All Students,337,611
26Q031,P.S. 031 Bayside,All Grades,2013,All Students,233,318
26Q031,P.S. 031 Bayside,All Grades,2014,All Students,235,314
26Q031,P.S. 031 Bayside,All Grades,2015,All Students,241,316
26Q031,P.S. 031 Bayside,All Grades,2016,All Students,256,319
26Q031,P.S. 031 Bayside,All Grades,2017,All Students,238,320
26Q031,P.S. 031 Bayside,All Grades,2018,All Students,244,608
26Q041,P.S. 041 Crocheron,All Grades,2013,All Students,268,326
26Q041,P.S. 041 Crocheron,All Grades,2014,All Students,270,327
26Q041,P.S. 041 Crocheron,All Grades,2015,All Students,257,323
26Q041,P.S. 041 Crocheron,All Grades,2016,All Students,272,333
26Q041,P.S. 041 Crocheron,All Grades,2017,All Students,253,337
26Q041,P.S. 041 Crocheron,All Grades,2018,All Students,238,619
26Q046,P.S. 046 Alley Pond,All Grades,2013,All Students,247,322
26Q046,P.S. 046 Alley Pond,All Grades,2014,All Students,270,318
26Q046,P.S. 046 Alley Pond,All Grades,2015,All Students,283,321
26Q046,P.S. 046 Alley Pond,All Grades,2016,All Students,281,327
26Q046,P.S. 046 Alley Pond,All Grades,2017,All Students,274,328
26Q046,P.S. 046 Alley Pond,All Grades,2018,All Students,257,612
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2013,All Students,870,324
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2014,All Students,857,323
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2015,All Students,856,326
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2016,All Students,835,330
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2017,All Students,845,331
26Q067,J.H.S. 067 Louis Pasteur,All Grades,2018,All Students,863,615
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2013,All Students,911,323
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2014,All Students,971,324
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2015,All Students,1006,326
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2016,All Students,1073,327
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2017,All Students,1070,329
26Q074,J.H.S. 074 Nathaniel Hawthorne,All Grades,2018,All Students,1097,615
26Q094,P.S. 094 David D. Porter,All Grades,2013,All Students,220,314
26Q094,P.S. 094 David D. Porter,All Grades,2014,All Students,210,317
26Q094,P.S. 094 David D. Porter,All Grades,2015,All Students,197,319
26Q094,P.S. 094 David D. Porter,All Grades,2016,All Students,179,324
26Q094,P.S. 094 David D. Porter,All Grades,2017,All Students,165,333
26Q094,P.S. 094 David D. Porter,All Grades,2018,All Students,156,617
26Q098,P.S. 098 The Douglaston School,All Grades,2013,All Students,121,331
26Q098,P.S. 098 The Douglaston School,All Grades,2014,All Students,119,327
26Q098,P.S. 098 The Douglaston School,All Grades,2015,All Students,90,328
26Q098,P.S. 098 The Douglaston School,All Grades,2016,All Students,88,337
26Q098,P.S. 098 The Douglaston School,All Grades,2017,All Students,97,330
26Q098,P.S. 098 The Douglaston School,All Grades,2018,All Students,113,615
26Q115,The James J. Ambrose School,All Grades,2013,All Students,254,329
26Q115,The James J. Ambrose School,All Grades,2014,All Students,278,324
26Q115,The James J. Ambrose School,All Grades,2015,All Students,260,329
26Q115,The James J. Ambrose School,All Grades,2016,All Students,300,332
26Q115,The James J. Ambrose School,All Grades,2017,All Students,314,336
26Q115,The James J. Ambrose School,All Grades,2018,All Students,340,616
26Q133,P.S. 133 Queens,All Grades,2013,All Students,210,318
26Q133,P.S. 133 Queens,All Grades,2014,All Students,190,316
26Q133,P.S. 133 Queens,All Grades,2015,All Students,184,323
26Q133,P.S. 133 Queens,All Grades,2016,All Students,194,329
26Q133,P.S. 133 Queens,All Grades,2017,All Students,183,332
26Q133,P.S. 133 Queens,All Grades,2018,All Students,222,612
26Q158,M.S. 158 Marie Curie,All Grades,2013,All Students,1083,319
26Q158,M.S. 158 Marie Curie,All Grades,2014,All Students,1092,318
26Q158,M.S. 158 Marie Curie,All Grades,2015,All Students,1007,321
26Q158,M.S. 158 Marie Curie,All Grades,2016,All Students,1019,323
26Q158,M.S. 158 Marie Curie,All Grades,2017,All Students,975,327
26Q158,M.S. 158 Marie Curie,All Grades,2018,All Students,986,611
26Q159,P.S. 159,All Grades,2013,All Students,270,320
26Q159,P.S. 159,All Grades,2014,All Students,281,321
26Q159,P.S. 159,All Grades,2015,All Students,299,325
26Q159,P.S. 159,All Grades,2016,All Students,303,328
26Q159,P.S. 159,All Grades,2017,All Students,317,329
26Q159,P.S. 159,All Grades,2018,All Students,320,614
26Q162,P.S. 162 John Golden,All Grades,2013,All Students,340,325
26Q162,P.S. 162 John Golden,All Grades,2014,All Students,347,319
26Q162,P.S. 162 John Golden,All Grades,2015,All Students,363,318
26Q162,P.S. 162 John Golden,All Grades,2016,All Students,368,322
26Q162,P.S. 162 John Golden,All Grades,2017,All Students,342,324
26Q162,P.S. 162 John Golden,All Grades,2018,All Students,350,609
26Q172,Irwin Altman Middle School 172,All Grades,2013,All Students,957,315
26Q172,Irwin Altman Middle School 172,All Grades,2014,All Students,946,315
26Q172,Irwin Altman Middle School 172,All Grades,2015,All Students,913,314
26Q172,Irwin Altman Middle School 172,All Grades,2016,All Students,928,320
26Q172,Irwin Altman Middle School 172,All Grades,2017,All Students,926,324
26Q172,Irwin Altman Middle School 172,All Grades,2018,All Students,939,611
26Q173,P.S. 173 Fresh Meadows,All Grades,2013,All Students,422,324
26Q173,P.S. 173 Fresh Meadows,All Grades,2014,All Students,458,320
26Q173,P.S. 173 Fresh Meadows,All Grades,2015,All Students,455,318
26Q173,P.S. 173 Fresh Meadows,All Grades,2016,All Students,472,324
26Q173,P.S. 173 Fresh Meadows,All Grades,2017,All Students,473,328
26Q173,P.S. 173 Fresh Meadows,All Grades,2018,All Students,446,613
26Q178,P.S./ IS 178 Holliswood,All Grades,2013,All Students,350,312
26Q178,P.S./ IS 178 Holliswood,All Grades,2014,All Students,356,311
26Q178,P.S./ IS 178 Holliswood,All Grades,2015,All Students,337,312
26Q178,P.S./ IS 178 Holliswood,All Grades,2016,All Students,356,320
26Q178,P.S./ IS 178 Holliswood,All Grades,2017,All Students,334,315
26Q178,P.S./ IS 178 Holliswood,All Grades,2018,All Students,343,607
26Q186,P.S. 186 Castlewood,All Grades,2013,All Students,143,320
26Q186,P.S. 186 Castlewood,All Grades,2014,All Students,135,321
26Q186,P.S. 186 Castlewood,All Grades,2015,All Students,152,324
26Q186,P.S. 186 Castlewood,All Grades,2016,All Students,135,328
26Q186,P.S. 186 Castlewood,All Grades,2017,All Students,158,332
26Q186,P.S. 186 Castlewood,All Grades,2018,All Students,150,611
26Q188,P.S. 188 Kingsbury,All Grades,2013,All Students,258,339
26Q188,P.S. 188 Kingsbury,All Grades,2014,All Students,267,331
26Q188,P.S. 188 Kingsbury,All Grades,2015,All Students,266,338
26Q188,P.S. 188 Kingsbury,All Grades,2016,All Students,299,344
26Q188,P.S. 188 Kingsbury,All Grades,2017,All Students,312,348
26Q188,P.S. 188 Kingsbury,All Grades,2018,All Students,325,622
26Q191,P.S. 191 Mayflower,All Grades,2013,All Students,185,319
26Q191,P.S. 191 Mayflower,All Grades,2014,All Students,182,320
26Q191,P.S. 191 Mayflower,All Grades,2015,All Students,177,317
26Q191,P.S. 191 Mayflower,All Grades,2016,All Students,169,325
26Q191,P.S. 191 Mayflower,All Grades,2017,All Students,176,319
26Q191,P.S. 191 Mayflower,All Grades,2018,All Students,164,611
26Q203,P.S. 203 Oakland Gardens,All Grades,2013,All Students,406,338
26Q203,P.S. 203 Oakland Gardens,All Grades,2014,All Students,416,334
26Q203,P.S. 203 Oakland Gardens,All Grades,2015,All Students,399,338
26Q203,P.S. 203 Oakland Gardens,All Grades,2016,All Students,415,339
26Q203,P.S. 203 Oakland Gardens,All Grades,2017,All Students,418,341
26Q203,P.S. 203 Oakland Gardens,All Grades,2018,All Students,456,620
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2013,All Students,149,331
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2014,All Students,138,330
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2015,All Students,135,330
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2016,All Students,136,331
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2017,All Students,134,337
26Q205,P.S. 205 Alexander Graham Bell,All Grades,2018,All Students,143,614
26Q213,P.S. 213 The Carl Ullman School,All Grades,2013,All Students,183,322
26Q213,P.S. 213 The Carl Ullman School,All Grades,2014,All Students,170,324
26Q213,P.S. 213 The Carl Ullman School,All Grades,2015,All Students,164,320
26Q213,P.S. 213 The Carl Ullman School,All Grades,2016,All Students,171,327
26Q213,P.S. 213 The Carl Ullman School,All Grades,2017,All Students,175,328
26Q213,P.S. 213 The Carl Ullman School,All Grades,2018,All Students,176,611
26Q216,J.H.S. 216 George J. Ryan,All Grades,2013,All Students,1266,317
26Q216,J.H.S. 216 George J. Ryan,All Grades,2014,All Students,1299,318
26Q216,J.H.S. 216 George J. Ryan,All Grades,2015,All Students,1300,320
26Q216,J.H.S. 216 George J. Ryan,All Grades,2016,All Students,1327,325
26Q216,J.H.S. 216 George J. Ryan,All Grades,2017,All Students,1348,331
26Q216,J.H.S. 216 George J. Ryan,All Grades,2018,All Students,1367,616
26Q221,P.S. 221 The North Hills School,All Grades,2013,All Students,302,328
26Q221,P.S. 221 The North Hills School,All Grades,2014,All Students,306,326
26Q221,P.S. 221 The North Hills School,All Grades,2015,All Students,311,324
26Q221,P.S. 221 The North Hills School,All Grades,2016,All Students,298,329
26Q221,P.S. 221 The North Hills School,All Grades,2017,All Students,292,329
26Q221,P.S. 221 The North Hills School,All Grades,2018,All Students,289,612
26Q266,P.S./I.S. 266,All Grades,2013,All Students,443,317
26Q266,P.S./I.S. 266,All Grades,2014,All Students,438,317
26Q266,P.S./I.S. 266,All Grades,2015,All Students,436,320
26Q266,P.S./I.S. 266,All Grades,2016,All Students,399,324
26Q266,P.S./I.S. 266,All Grades,2017,All Students,394,326
26Q266,P.S./I.S. 266,All Grades,2018,All Students,392,609
27Q042,P.S./M.S 042 R. Vernam,All Grades,2013,All Students,341,277
27Q042,P.S./M.S 042 R. Vernam,All Grades,2014,All Students,409,273
27Q042,P.S./M.S 042 R. Vernam,All Grades,2015,All Students,415,269
27Q042,P.S./M.S 042 R. Vernam,All Grades,2016,All Students,417,282
27Q042,P.S./M.S 042 R. Vernam,All Grades,2017,All Students,424,284
27Q042,P.S./M.S 042 R. Vernam,All Grades,2018,All Students,390,587
27Q043,P.S. 043,All Grades,2013,All Students,627,286
27Q043,P.S. 043,All Grades,2014,All Students,618,287
27Q043,P.S. 043,All Grades,2015,All Students,568,284
27Q043,P.S. 043,All Grades,2016,All Students,555,293
27Q043,P.S. 043,All Grades,2017,All Students,549,287
27Q043,P.S. 043,All Grades,2018,All Students,535,590
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2013,All Students,223,297
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2014,All Students,209,293
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2015,All Students,185,288
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2016,All Students,179,292
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2017,All Students,164,291
27Q045,P.S. 045 Clarence Witherspoon,All Grades,2018,All Students,133,591
27Q047,P.S. 047 Chris Galas,All Grades,2013,All Students,120,315
27Q047,P.S. 047 Chris Galas,All Grades,2014,All Students,126,315
27Q047,P.S. 047 Chris Galas,All Grades,2015,All Students,116,315
27Q047,P.S. 047 Chris Galas,All Grades,2016,All Students,125,320
27Q047,P.S. 047 Chris Galas,All Grades,2017,All Students,115,322
27Q047,P.S. 047 Chris Galas,All Grades,2018,All Students,126,607
27Q053,M.S. 053 Brian Piccolo,All Grades,2013,All Students,379,274
27Q053,M.S. 053 Brian Piccolo,All Grades,2014,All Students,343,274
27Q053,M.S. 053 Brian Piccolo,All Grades,2015,All Students,325,277
27Q053,M.S. 053 Brian Piccolo,All Grades,2016,All Students,301,283
27Q053,M.S. 053 Brian Piccolo,All Grades,2017,All Students,290,282
27Q053,M.S. 053 Brian Piccolo,All Grades,2018,All Students,239,583
27Q056,P.S. 056 Harry Eichler,All Grades,2013,All Students,301,300
27Q056,P.S. 056 Harry Eichler,All Grades,2014,All Students,291,302
27Q056,P.S. 056 Harry Eichler,All Grades,2015,All Students,291,301
27Q056,P.S. 056 Harry Eichler,All Grades,2016,All Students,278,311
27Q056,P.S. 056 Harry Eichler,All Grades,2017,All Students,267,306
27Q056,P.S. 056 Harry Eichler,All Grades,2018,All Students,272,603
27Q060,P.S. 060 Woodhaven,All Grades,2013,All Students,562,307
27Q060,P.S. 060 Woodhaven,All Grades,2014,All Students,533,299
27Q060,P.S. 060 Woodhaven,All Grades,2015,All Students,538,307
27Q060,P.S. 060 Woodhaven,All Grades,2016,All Students,542,313
27Q060,P.S. 060 Woodhaven,All Grades,2017,All Students,563,309
27Q060,P.S. 060 Woodhaven,All Grades,2018,All Students,559,604
27Q062,P. S. 62 - Chester Park School,All Grades,2013,All Students,454,308
27Q062,P. S. 62 - Chester Park School,All Grades,2014,All Students,435,304
27Q062,P. S. 62 - Chester Park School,All Grades,2015,All Students,427,302
27Q062,P. S. 62 - Chester Park School,All Grades,2016,All Students,440,309
27Q062,P. S. 62 - Chester Park School,All Grades,2017,All Students,441,310
27Q062,P. S. 62 - Chester Park School,All Grades,2018,All Students,425,604
27Q063,P.S. 063 Old South,All Grades,2013,All Students,599,305
27Q063,P.S. 063 Old South,All Grades,2014,All Students,615,300
27Q063,P.S. 063 Old South,All Grades,2015,All Students,656,301
27Q063,P.S. 063 Old South,All Grades,2016,All Students,674,312
27Q063,P.S. 063 Old South,All Grades,2017,All Students,661,311
27Q063,P.S. 063 Old South,All Grades,2018,All Students,596,602
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2013,All Students,317,302
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2014,All Students,299,301
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2015,All Students,319,305
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2016,All Students,320,310
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2017,All Students,330,310
27Q064,P.S. 064 Joseph P. Addabbo,All Grades,2018,All Students,317,605
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2013,All Students,254,303
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2014,All Students,257,297
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2015,All Students,246,301
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2016,All Students,239,307
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2017,All Students,229,311
27Q065,P.S. 65 - The Raymond York Elementary School,All Grades,2018,All Students,224,608
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2013,All Students,224,312
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2014,All Students,237,308
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2015,All Students,239,310
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2016,All Students,240,312
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2017,All Students,228,317
27Q066,P.S. 066 Jacqueline Kennedy Onassis,All Grades,2018,All Students,227,604
27Q090,P.S. 090 Horace Mann,All Grades,2013,All Students,378,303
27Q090,P.S. 090 Horace Mann,All Grades,2014,All Students,390,302
27Q090,P.S. 090 Horace Mann,All Grades,2015,All Students,365,302
27Q090,P.S. 090 Horace Mann,All Grades,2016,All Students,377,308
27Q090,P.S. 090 Horace Mann,All Grades,2017,All Students,397,304
27Q090,P.S. 090 Horace Mann,All Grades,2018,All Students,388,601
27Q096,P.S. 096,All Grades,2013,All Students,138,302
27Q096,P.S. 096,All Grades,2014,All Students,144,300
27Q096,P.S. 096,All Grades,2015,All Students,124,303
27Q096,P.S. 096,All Grades,2016,All Students,123,310
27Q096,P.S. 096,All Grades,2017,All Students,132,314
27Q096,P.S. 096,All Grades,2018,All Students,132,606
27Q097,P.S. 097 Forest Park,All Grades,2013,All Students,317,305
27Q097,P.S. 097 Forest Park,All Grades,2014,All Students,303,302
27Q097,P.S. 097 Forest Park,All Grades,2015,All Students,310,304
27Q097,P.S. 097 Forest Park,All Grades,2016,All Students,319,308
27Q097,P.S. 097 Forest Park,All Grades,2017,All Students,340,308
27Q097,P.S. 097 Forest Park,All Grades,2018,All Students,303,603
27Q100,P.S. 100 Glen Morris,All Grades,2013,All Students,472,303
27Q100,P.S. 100 Glen Morris,All Grades,2014,All Students,485,303
27Q100,P.S. 100 Glen Morris,All Grades,2015,All Students,468,303
27Q100,P.S. 100 Glen Morris,All Grades,2016,All Students,432,312
27Q100,P.S. 100 Glen Morris,All Grades,2017,All Students,444,316
27Q100,P.S. 100 Glen Morris,All Grades,2018,All Students,418,603
27Q104,P.S. 104 The Bays Water,All Grades,2013,All Students,264,290
27Q104,P.S. 104 The Bays Water,All Grades,2014,All Students,286,285
27Q104,P.S. 104 The Bays Water,All Grades,2015,All Students,275,280
27Q104,P.S. 104 The Bays Water,All Grades,2016,All Students,300,289
27Q104,P.S. 104 The Bays Water,All Grades,2017,All Students,284,289
27Q104,P.S. 104 The Bays Water,All Grades,2018,All Students,305,594
27Q105,P.S. 105 The Bay School,All Grades,2013,All Students,492,283
27Q105,P.S. 105 The Bay School,All Grades,2014,All Students,510,279
27Q105,P.S. 105 The Bay School,All Grades,2015,All Students,499,282
27Q105,P.S. 105 The Bay School,All Grades,2016,All Students,519,289
27Q105,P.S. 105 The Bay School,All Grades,2017,All Students,490,286
27Q105,P.S. 105 The Bay School,All Grades,2018,All Students,513,590
27Q106,Lighthouse Elementary School,All Grades,2013,All Students,137,299
27Q106,Lighthouse Elementary School,All Grades,2014,All Students,103,284
27Q106,Lighthouse Elementary School,All Grades,2015,All Students,90,265
27Q106,Lighthouse Elementary School,All Grades,2016,All Students,94,283
27Q106,Lighthouse Elementary School,All Grades,2017,All Students,88,283
27Q106,Lighthouse Elementary School,All Grades,2018,All Students,102,587
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2013,All Students,644,314
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2014,All Students,642,313
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2015,All Students,632,314
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2016,All Students,706,317
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2017,All Students,725,318
27Q108,P.S. 108 Captain Vincent G. Fowler,All Grades,2018,All Students,766,607
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2013,All Students,374,317
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2014,All Students,407,314
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2015,All Students,379,317
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2016,All Students,358,322
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2017,All Students,331,324
27Q114,P.S./M.S. 114 Belle Harbor,All Grades,2018,All Students,350,613
27Q123,P.S. 123,All Grades,2013,All Students,311,291
27Q123,P.S. 123,All Grades,2014,All Students,308,292
27Q123,P.S. 123,All Grades,2015,All Students,293,290
27Q123,P.S. 123,All Grades,2016,All Students,311,298
27Q123,P.S. 123,All Grades,2017,All Students,289,302
27Q123,P.S. 123,All Grades,2018,All Students,328,598
27Q124,P.S. 124 Osmond A Church,All Grades,2013,All Students,888,304
27Q124,P.S. 124 Osmond A Church,All Grades,2014,All Students,929,302
27Q124,P.S. 124 Osmond A Church,All Grades,2015,All Students,917,303
27Q124,P.S. 124 Osmond A Church,All Grades,2016,All Students,896,308
27Q124,P.S. 124 Osmond A Church,All Grades,2017,All Students,879,311
27Q124,P.S. 124 Osmond A Church,All Grades,2018,All Students,810,603
27Q137,M.S. 137 America's School of Heroes,All Grades,2013,All Students,1949,299
27Q137,M.S. 137 America's School of Heroes,All Grades,2014,All Students,1880,298
27Q137,M.S. 137 America's School of Heroes,All Grades,2015,All Students,1860,301
27Q137,M.S. 137 America's School of Heroes,All Grades,2016,All Students,1848,309
27Q137,M.S. 137 America's School of Heroes,All Grades,2017,All Students,1877,312
27Q137,M.S. 137 America's School of Heroes,All Grades,2018,All Students,1824,604
27Q146,P.S. 146 Howard Beach,All Grades,2013,All Students,436,304
27Q146,P.S. 146 Howard Beach,All Grades,2014,All Students,433,303
27Q146,P.S. 146 Howard Beach,All Grades,2015,All Students,419,304
27Q146,P.S. 146 Howard Beach,All Grades,2016,All Students,413,310
27Q146,P.S. 146 Howard Beach,All Grades,2017,All Students,431,313
27Q146,P.S. 146 Howard Beach,All Grades,2018,All Students,430,606
27Q155,P.S. 155,All Grades,2013,All Students,247,303
27Q155,P.S. 155,All Grades,2014,All Students,248,304
27Q155,P.S. 155,All Grades,2015,All Students,242,305
27Q155,P.S. 155,All Grades,2016,All Students,234,314
27Q155,P.S. 155,All Grades,2017,All Students,238,315
27Q155,P.S. 155,All Grades,2018,All Students,223,606
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2013,All Students,315,282
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2014,All Students,326,280
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2015,All Students,353,280
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2016,All Students,361,283
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2017,All Students,353,286
27Q183,P.S. 183 Dr. Richard R. Green,All Grades,2018,All Students,316,591
27Q197,P.S. 197 The Ocean School,All Grades,2013,All Students,219,277
27Q197,P.S. 197 The Ocean School,All Grades,2014,All Students,215,275
27Q197,P.S. 197 The Ocean School,All Grades,2015,All Students,210,271
27Q197,P.S. 197 The Ocean School,All Grades,2016,All Students,197,288
27Q197,P.S. 197 The Ocean School,All Grades,2017,All Students,205,289
27Q197,P.S. 197 The Ocean School,All Grades,2018,All Students,244,593
27Q202,J.H.S. 202 Robert H. Goddard,All Grades,2013,All Students,1073,297
